order_id,customer_id,product_id,order_date,quantity,unit_price,discount_pct,gross_amount,net_amount,payment_method,channel,marketing_source,delivery_days,returned,review_score,segment,city,category
O01007,C0266,P001,2024-06-21,5,1681.08,0.07,8405.4,7817.02,Carte,App,Référencement payant,14.0,0,4.0,Indépendant,Montréal,Laptop
O01008,C0103,P002,2024-12-21,1,1058.14,0.16,1058.14,888.84,Mobile Money,Web,Organique,14.0,0,4.0,Indépendant,Montréal,Laptop
O01009,C0414,P038,2024-02-13,2,98.38,0.03,196.76,190.86,Mobile Money,App,Email,0.0,0,4.0,Professionnel,Port-au-Prince,Cours
O01010,C0347,P039,2025-11-19,3,179.66,0.23,538.98,415.01,Virement,App,Référencement payant,3.0,1,3.0,Étudiant,Saint-Marc,Cours
O01011,C0437,P020,2025-01-27,2,1817.26,0.16,3634.52,3053.0,Virement,Web,Organique,11.0,0,4.0,Professionnel,Gonaïves,Laptop
O01012,C0351,P005,2025-10-28,5,1123.49,0.1,5617.45,5055.7,Carte,App,Direct,10.0,0,4.0,Étudiant,Jacmel,Laptop
O01013,C0241,P047,2024-04-24,5,122.9,0.17,614.5,510.04,Mobile Money,Web,Réseaux sociaux,0.0,0,5.0,Étudiant,Port-au-Prince,Cours
O01014,C0148,P010,2024-05-27,3,28.28,0.15,84.84,72.11,Cash,Web,Référencement payant,2.0,0,5.0,Professionnel,Paris,Livre
O01015,C0493,P012,2025-03-12,3,74.3,0.08,222.9,205.07,Carte,Web,Partenariat,0.0,1,5.0,Étudiant,Port-au-Prince,Livre
O01016,C0367,P028,2025-03-08,4,26.12,0.18,104.48,85.67,Mobile Money,App,Direct,10.0,0,4.0,Entreprise,Dakar,Accessoire
O01017,C0438,P043,2025-07-19,4,119.53,0.12,478.12,420.75,Virement,Boutique,Email,6.0,0,5.0,Étudiant,Paris,Cours
O01018,C0293,P060,2025-10-25,3,813.91,0.21,2441.73,1928.97,Carte,Web,Référencement payant,11.0,1,4.0,Étudiant,Dakar,Laptop
O01019,C0256,P038,2025-08-10,5,98.38,0.04,491.9,472.22,Cash,Web,Organique,6.0,0,4.0,Entreprise,Cap-Haïtien,Cours
O01020,C0018,P058,2024-04-10,1,222.36,0.09,222.36,202.35,Mobile Money,Web,Organique,0.0,0,4.0,Indépendant,Les Cayes,Cloud
O01021,C0035,P040,2024-08-09,2,141.14,0.01,282.28,279.46,Virement,App,Partenariat,2.0,0,3.0,Professionnel,Dakar,Cloud
O01022,C0354,P051,2025-10-15,1,51.59,0.22,51.59,40.24,Mobile Money,Web,Réseaux sociaux,5.0,0,5.0,Professionnel,,Accessoire
O01023,C0113,P011,2025-01-27,1,41.85,0.2,41.85,33.48,Mobile Money,Web,Partenariat,3.0,0,5.0,Entreprise,Kinshasa,Cours
O01024,C0042,P004,2025-09-11,1,91.27,0.26,91.27,67.54,Mobile Money,Web,Organique,5.0,0,5.0,Entreprise,Saint-Marc,Accessoire
O01025,C0389,P041,2025-02-06,4,46.48,0.1,185.92,167.33,Carte,Web,Organique,1.0,0,4.0,Étudiant,Port-au-Prince,Livre
O01026,C0311,P059,2024-02-05,5,108.25,0.13,541.25,470.89,Mobile Money,App,Organique,8.0,0,4.0,Étudiant,Cap-Haïtien,Cours
O01027,C0056,P045,2024-12-04,3,349.73,0.01,1049.19,1038.7,Cash,Web,Email,2.0,0,5.0,Professionnel,Cap-Haïtien,Cloud
O01028,C0250,P021,2025-08-12,3,151.84,0.08,455.52,419.08,Cash,Web,Organique,1.0,0,,Professionnel,Cap-Haïtien,Cours
O01029,C0235,P030,2025-04-13,2,408.53,0.12,817.06,719.01,Cash,Web,Réseaux sociaux,3.0,0,4.0,Indépendant,Jacmel,Cloud
O01030,C0002,P007,2024-04-04,1,308.43,0.16,308.43,259.08,Mobile Money,Web,Direct,2.0,0,5.0,Professionnel,Gonaïves,Logiciel
O01031,C0303,P021,2024-05-30,3,151.84,0.05,455.52,432.74,Mobile Money,Web,Référencement payant,1.0,0,4.0,Indépendant,Paris,Cours
O01032,C0199,P041,2025-09-02,1,46.48,0.13,46.48,40.44,Mobile Money,Web,Référencement payant,2.0,0,5.0,Professionnel,Port-au-Prince,Livre
O01033,C0440,P010,2025-12-01,4,28.28,0.15,113.12,96.15,Mobile Money,Web,Organique,3.0,0,4.0,Indépendant,Montréal,Livre
O01034,C0058,P029,2025-06-22,3,26.81,0.12,80.43,70.78,Mobile Money,Web,Réseaux sociaux,2.0,0,,Indépendant,Port-au-Prince,Livre
O01035,C0424,P018,2024-03-11,2,52.97,0.07,105.94,98.52,Carte,Web,Référencement payant,2.0,1,4.0,Professionnel,Mirebalais,Cours
O01036,C0004,P030,2025-03-18,1,408.53,0.13,408.53,355.42,Carte,App,Organique,0.0,0,5.0,Professionnel,Port-au-Prince,Cloud
O01037,C0383,P046,2025-08-15,2,125.59,0.15,251.18,213.5,Mobile Money,Web,Réseaux sociaux,2.0,0,4.0,Entreprise,Port-au-Prince,Cours
O01038,C0392,P054,2025-04-02,1,1341.69,0.05,1341.69,1274.61,Carte,Web,Direct,3.0,0,4.0,Professionnel,Montréal,Laptop
O01039,C0204,P025,2025-02-28,4,95.45,0.18,381.8,313.08,Carte,App,Organique,3.0,0,2.0,Étudiant,Jacmel,Cours
O01040,C0141,P050,2024-11-30,3,24.97,0.21,74.91,59.18,Carte,Web,Direct,3.0,0,5.0,Étudiant,Abidjan,Livre
O01041,C0072,P043,2024-06-24,4,119.53,0.09,478.12,435.09,Virement,Web,Organique,0.0,0,5.0,Étudiant,Les Cayes,Cours
O01042,C0170,P056,2024-07-19,3,144.68,0.13,434.04,377.61,Cash,App,Organique,3.0,0,4.0,Étudiant,Port-au-Prince,Logiciel
O01043,C0335,P045,2025-06-17,5,349.73,0.09,1748.65,1591.27,Mobile Money,Web,Organique,3.0,0,4.0,Entreprise,Port-au-Prince,Cloud
O01044,C0363,P034,2024-02-19,4,294.16,0.14,1176.64,1011.91,Cash,Boutique,Direct,11.0,0,4.0,Indépendant,Santo Domingo,Logiciel
O01045,C0091,P041,2024-03-01,1,46.48,0.15,46.48,39.51,Virement,Web,Email,1.0,0,5.0,Indépendant,Cap-Haïtien,Livre
O01046,C0006,P020,2024-10-10,1,1817.26,0.1,1817.26,1635.53,Carte,App,Référencement payant,8.0,0,4.0,Entreprise,Port-au-Prince,Laptop
O01047,C0281,P041,2025-07-07,5,46.48,0.01,232.4,230.08,Carte,App,Réseaux sociaux,2.0,0,4.0,Étudiant,Gonaïves,Livre
O01048,C0291,P043,2025-04-14,2,119.53,0.06,239.06,224.72,Carte,Web,Partenariat,3.0,0,5.0,Étudiant,Hinche,Cours
O01049,C0491,P037,2025-02-25,4,120.19,0.17,480.76,399.03,Carte,Web,Email,4.0,0,4.0,Indépendant,Port-au-Prince,Cours
O01050,C0381,P007,2025-01-16,4,308.43,0.09,1233.72,1122.69,Mobile Money,App,Email,3.0,0,5.0,Étudiant,Port-au-Prince,Logiciel
O01051,C0276,P032,2024-03-20,4,756.36,0.16,3025.44,2541.37,Carte,Web,Référencement payant,13.0,0,4.0,Professionnel,Port-au-Prince,Laptop
O01052,C0296,P043,2024-08-25,2,119.53,0.08,239.06,219.94,Virement,Web,Référencement payant,3.0,0,4.0,Professionnel,Port-au-Prince,Cours
O01053,C0323,P012,2024-02-26,2,74.3,0.05,148.6,141.17,Mobile Money,Boutique,Référencement payant,0.0,0,5.0,Étudiant,Gonaïves,Livre
O01054,C0226,P048,2025-06-26,3,74.61,0.16,223.83,188.02,Carte,App,Organique,3.0,0,5.0,Étudiant,Paris,Cours
O01055,C0339,P051,2025-06-20,1,51.59,0.1,51.59,46.43,Cash,Boutique,Partenariat,12.0,0,4.0,Étudiant,Gonaïves,Accessoire
O01056,C0098,P033,2024-07-03,2,119.22,0.06,238.44,224.13,Cash,App,Organique,14.0,0,5.0,Professionnel,Port-au-Prince,Accessoire
O01057,C0416,P058,2024-07-28,3,222.36,0.01,667.08,660.41,Mobile Money,App,Direct,2.0,0,4.0,Entreprise,Jacmel,Cloud
O01058,C0431,P052,2024-08-14,2,1932.53,0.02,3865.06,3787.76,Mobile Money,App,Réseaux sociaux,13.0,0,4.0,Indépendant,Kinshasa,Laptop
O01059,C0218,P028,2025-09-27,2,26.12,0.05,52.24,49.63,Cash,App,Organique,12.0,0,5.0,Indépendant,Paris,Accessoire
O01060,C0229,P054,2024-12-15,5,1341.69,0.07,6708.45,6238.86,Mobile Money,App,Réseaux sociaux,6.0,0,4.0,Professionnel,Fort-Liberté,Laptop
O01061,C0249,P056,2025-06-28,2,144.68,0.11,289.36,257.53,Virement,App,Email,1.0,0,4.0,Professionnel,Port-au-Prince,Logiciel
O01062,C0409,P007,2024-11-16,5,308.43,0.12,1542.15,1357.09,Carte,Web,Réseaux sociaux,0.0,0,4.0,Indépendant,Jacmel,Logiciel
O01063,C0088,P060,2025-05-14,5,813.91,0.01,4069.55,4028.85,Mobile Money,App,Partenariat,9.0,0,5.0,Étudiant,Santo Domingo,Laptop
O01064,C0171,P001,2025-01-12,4,1681.08,0.08,6724.32,6186.37,Mobile Money,Web,Référencement payant,13.0,0,4.0,Professionnel,Port-au-Prince,Laptop
O01065,C0308,P030,2024-07-18,1,408.53,0.07,408.53,379.93,Carte,Boutique,Organique,6.0,0,5.0,Étudiant,Kinshasa,Cloud
O01066,C0347,P057,2025-09-18,2,55.74,0.13,111.48,96.99,Carte,App,Email,1.0,0,5.0,Étudiant,Saint-Marc,Cours
O01067,C0148,P044,2025-05-21,5,238.63,0.07,1193.15,1109.63,Carte,App,Référencement payant,0.0,0,4.0,Professionnel,Paris,Logiciel
O01068,C0059,P017,2025-07-04,1,108.73,0.02,108.73,106.56,Carte,Web,Partenariat,1.0,0,3.0,Professionnel,Port-au-Prince,Logiciel
O01069,C0254,P039,2025-11-08,3,179.66,0.25,538.98,404.24,Carte,Web,Réseaux sociaux,1.0,0,5.0,Professionnel,Santo Domingo,Cours
O01070,C0320,P013,2024-06-26,3,61.14,0.17,183.42,152.24,Mobile Money,Web,Direct,0.0,0,,Professionnel,Port-au-Prince,Livre
O01071,C0384,P015,2024-03-06,5,215.62,0.14,1078.1,927.17,Virement,App,Organique,3.0,0,4.0,Professionnel,Abidjan,Cloud
O01072,C0002,P055,2025-02-20,5,1771.15,0.15,8855.75,7527.39,Mobile Money,App,Référencement payant,3.0,0,4.0,Professionnel,Gonaïves,Laptop
O01073,C0009,P003,2024-08-21,2,40.16,0.17,80.32,66.67,Mobile Money,Web,Référencement payant,3.0,0,4.0,Professionnel,Saint-Marc,Livre
O01074,C0194,P058,2024-11-07,3,222.36,0.27,667.08,486.97,Carte,Web,Réseaux sociaux,0.0,0,4.0,Entreprise,Fort-Liberté,Cloud
O01075,C0282,P028,2024-06-16,4,26.12,0.18,104.48,85.67,Virement,Web,Organique,8.0,0,3.0,Professionnel,Cap-Haïtien,Accessoire
O01076,C0002,P004,2024-10-11,5,91.27,0.19,456.35,369.64,Carte,Web,Référencement payant,8.0,0,5.0,Professionnel,Gonaïves,Accessoire
O01077,C0087,P048,2024-10-08,3,74.61,0.09,223.83,203.69,Carte,App,Réseaux sociaux,1.0,0,5.0,Étudiant,Les Cayes,Cours
O01078,C0210,P003,2024-09-07,1,40.16,0.22,40.16,31.32,Mobile Money,App,Organique,0.0,0,4.0,Indépendant,Gonaïves,Livre
O01079,C0140,P020,2025-06-14,5,1817.26,0.17,9086.3,7541.63,Cash,App,Organique,12.0,0,4.0,Étudiant,Paris,Laptop
O01080,C0356,P015,2025-02-27,3,215.62,0.09,646.86,588.64,Cash,Web,Référencement payant,0.0,0,4.0,Étudiant,Cap-Haïtien,Cloud
O01081,C0018,P048,2024-12-05,1,74.61,0.14,74.61,64.16,Mobile Money,Web,Organique,5.0,0,5.0,Indépendant,Les Cayes,Cours
O01082,C0445,P024,2024-03-21,1,133.87,0.04,133.87,128.52,Mobile Money,Boutique,Réseaux sociaux,1.0,0,4.0,Étudiant,Montréal,Cours
O01083,C0085,P040,2025-02-12,2,141.14,0.11,282.28,251.23,Mobile Money,Boutique,Direct,2.0,0,4.0,Indépendant,Port-au-Prince,Cloud
O01084,C0221,P005,2024-05-05,4,1123.49,0.06,4493.96,4224.32,Mobile Money,Web,Référencement payant,11.0,0,4.0,Professionnel,Paris,Laptop
O01085,C0494,P042,2024-08-12,5,68.31,0.11,341.55,303.98,Carte,App,Email,2.0,0,5.0,Professionnel,Port-au-Prince,Cloud
O01086,C0332,P043,2024-10-23,3,119.53,0.27,358.59,261.77,Carte,Web,Email,5.0,0,4.0,Entreprise,Mirebalais,Cours
O01087,C0500,P018,2024-04-11,1,52.97,0.06,52.97,49.79,Cash,Web,Organique,0.0,0,4.0,Professionnel,Saint-Marc,Cours
O01088,C0010,P053,2024-10-05,5,325.9,0.09,1629.5,1482.84,Cash,Boutique,Réseaux sociaux,3.0,0,4.0,Étudiant,,Cloud
O01089,C0360,P029,2024-07-09,4,26.81,0.06,107.24,100.81,Carte,Boutique,Organique,0.0,0,5.0,Étudiant,Les Cayes,Livre
O01090,C0038,P041,2025-08-30,3,46.48,0.12,139.44,122.71,Carte,Boutique,Organique,3.0,0,4.0,Professionnel,Port-au-Prince,Livre
O01091,C0306,P011,2025-09-06,1,41.85,0.12,41.85,36.83,Carte,Web,Organique,3.0,0,5.0,Indépendant,Montréal,Cours
O01092,C0163,P056,2024-01-04,5,144.68,0.08,723.4,665.53,Mobile Money,Web,Email,2.0,0,4.0,Entreprise,Port-au-Prince,Logiciel
O01093,C0389,P015,2025-03-06,1,215.62,0.02,215.62,211.31,Carte,App,Organique,2.0,0,4.0,Étudiant,Port-au-Prince,Cloud
O01094,C0063,P038,2025-04-02,4,98.38,0.15,393.52,334.49,Mobile Money,App,Organique,0.0,0,4.0,Étudiant,Abidjan,Cours
O01095,C0449,P006,2024-09-27,3,75.23,0.08,225.69,207.63,Carte,Web,Partenariat,7.0,0,4.0,Étudiant,Paris,Accessoire
O01096,C0241,P003,2024-12-01,3,40.16,0.01,120.48,119.28,Carte,Web,Organique,2.0,0,4.0,Étudiant,Port-au-Prince,Livre
O01097,C0260,P008,2025-07-18,3,68.48,0.06,205.44,193.11,Carte,Web,Référencement payant,1.0,0,5.0,Étudiant,Cap-Haïtien,Logiciel
O01098,C0286,P057,2024-09-27,2,55.74,0.29,111.48,79.15,Mobile Money,App,Réseaux sociaux,2.0,0,5.0,Indépendant,Dakar,Cours
O01099,C0018,P013,2024-02-16,3,61.14,0.06,183.42,172.41,Carte,App,Email,2.0,0,4.0,Indépendant,Les Cayes,Livre
O01100,C0156,P053,2024-09-23,2,325.9,0.24,651.8,495.37,Mobile Money,Web,Organique,1.0,0,,Professionnel,Port-au-Prince,Cloud
O01101,C0355,P035,2024-06-30,3,52.24,0.04,156.72,150.45,Mobile Money,Web,Organique,1.0,0,4.0,Professionnel,Santo Domingo,Livre
O01102,C0481,P006,2024-09-30,4,75.23,0.3,300.92,210.64,Mobile Money,Web,Partenariat,12.0,0,4.0,Entreprise,Port-au-Prince,Accessoire
O01103,C0493,P027,2024-06-13,4,1016.89,0.02,4067.56,3986.21,Carte,App,Réseaux sociaux,3.0,0,4.0,Étudiant,Port-au-Prince,Laptop
O01104,C0268,P029,2024-04-17,1,26.81,0.05,26.81,25.47,Mobile Money,Web,Organique,2.0,0,4.0,Professionnel,Paris,Livre
O01105,C0130,P017,2025-12-05,5,108.73,0.15,543.65,462.1,Carte,Web,Réseaux sociaux,1.0,0,5.0,Professionnel,Les Cayes,Logiciel
O01106,C0239,P037,2024-04-02,1,120.19,0.09,120.19,109.37,Mobile Money,App,Réseaux sociaux,2.0,0,4.0,Professionnel,Santo Domingo,Cours
O01107,C0232,P052,2025-05-19,2,1932.53,0.08,3865.06,3555.86,Mobile Money,Web,Organique,10.0,0,4.0,Indépendant,Cap-Haïtien,Laptop
O01108,C0199,P054,2025-05-28,2,1341.69,0.12,2683.38,2361.37,Cash,App,Email,12.0,0,5.0,Professionnel,Port-au-Prince,Laptop
O01109,C0181,P032,2025-03-17,2,756.36,0.1,1512.72,1361.45,Cash,App,Email,2.0,0,4.0,Étudiant,Hinche,Laptop
O01110,C0435,P054,2025-10-13,2,1341.69,0.23,2683.38,2066.2,Mobile Money,Web,Email,10.0,0,5.0,Professionnel,Kinshasa,Laptop
O01111,C0196,P056,2024-01-04,2,144.68,0.08,289.36,266.21,Virement,App,Partenariat,0.0,0,4.0,Entreprise,Gonaïves,Logiciel
O01112,C0015,P006,2024-08-03,3,75.23,0.04,225.69,216.66,Carte,App,Réseaux sociaux,11.0,0,4.0,Indépendant,Dakar,Accessoire
O01113,C0361,P039,2024-05-11,4,179.66,0.11,718.64,639.59,Mobile Money,App,Partenariat,0.0,0,4.0,Entreprise,Paris,Cours
O01114,C0333,P047,2025-02-16,5,122.9,0.08,614.5,565.34,Carte,App,Réseaux sociaux,3.0,0,5.0,Indépendant,Paris,Cours
O01115,C0190,P001,2025-03-30,2,1681.08,0.07,3362.16,3126.81,Carte,Web,Réseaux sociaux,14.0,0,4.0,Professionnel,Montréal,Laptop
O01116,C0315,P037,2025-10-03,2,120.19,0.18,240.38,197.11,Mobile Money,Web,Email,0.0,0,4.0,Étudiant,Dakar,Cours
O01117,C0471,P055,2024-09-28,4,1771.15,0.24,7084.6,5384.3,Mobile Money,Web,Email,7.0,0,5.0,Étudiant,Port-au-Prince,Laptop
O01118,C0463,P017,2024-06-17,1,108.73,0.06,108.73,102.21,Mobile Money,Web,Organique,0.0,0,5.0,Indépendant,Port-au-Prince,Logiciel
O01119,C0395,P052,2025-10-22,3,1932.53,0.16,5797.59,4869.98,Virement,Web,Direct,14.0,0,4.0,Étudiant,Paris,Laptop
O01120,C0292,P057,2025-04-26,2,55.74,0.09,111.48,101.45,Mobile Money,Web,Direct,0.0,0,4.0,Professionnel,Paris,Cours
O01121,C0014,P039,2025-06-30,4,179.66,0.13,718.64,625.22,Cash,App,Organique,5.0,0,4.0,Étudiant,Dakar,Cours
O01122,C0257,P038,2024-11-14,1,98.38,0.08,98.38,90.51,Virement,Web,Email,1.0,0,5.0,Professionnel,Les Cayes,Cours
O01123,C0410,P033,2024-11-15,5,119.22,0.12,596.1,524.57,Virement,Boutique,Référencement payant,12.0,0,4.0,Entreprise,Santo Domingo,Accessoire
O01124,C0423,P025,2024-10-05,2,95.45,0.07,190.9,177.54,Carte,App,Direct,3.0,0,5.0,Étudiant,Santo Domingo,Cours
O01125,C0387,P028,2025-06-19,3,26.12,0.08,78.36,72.09,Mobile Money,Web,Email,8.0,1,4.0,Étudiant,Paris,Accessoire
O01126,C0494,P032,2024-05-30,3,756.36,0.15,2269.08,1928.72,Mobile Money,App,Organique,3.0,1,5.0,Professionnel,Port-au-Prince,Laptop
O01127,C0259,P029,2025-11-28,3,26.81,0.14,80.43,69.17,Cash,Web,Référencement payant,3.0,0,4.0,Professionnel,Port-au-Prince,Livre
O01128,C0055,P050,2024-05-05,3,24.97,0.18,74.91,61.43,Carte,Boutique,Organique,1.0,0,5.0,Étudiant,Paris,Livre
O01129,C0249,P047,2024-11-25,2,122.9,0.11,245.8,218.76,Carte,Boutique,Référencement payant,3.0,0,4.0,Professionnel,Port-au-Prince,Cours
O01130,C0160,P021,2024-08-12,4,151.84,0.09,607.36,552.7,Carte,App,Email,2.0,0,4.0,Professionnel,Dakar,Cours
O01131,C0418,P031,2025-04-04,3,165.54,0.09,496.62,451.92,Carte,App,Email,3.0,0,5.0,Étudiant,Saint-Marc,Cours
O01132,C0389,P013,2025-05-01,2,61.14,0.08,122.28,112.5,Virement,Boutique,Organique,1.0,0,4.0,Étudiant,Port-au-Prince,Livre
O01133,C0213,P011,2025-10-18,2,41.85,0.1,83.7,75.33,Carte,App,Réseaux sociaux,2.0,1,5.0,Étudiant,Port-au-Prince,Cours
O01134,C0195,P023,2025-07-18,3,132.18,0.03,396.54,384.64,Carte,App,Email,0.0,0,4.0,Étudiant,Mirebalais,Logiciel
O01135,C0080,P004,2024-06-26,5,91.27,0.1,456.35,410.72,Mobile Money,Web,Réseaux sociaux,8.0,1,5.0,Étudiant,Montréal,Accessoire
O01136,C0022,P052,2024-05-27,5,1932.53,0.11,9662.65,8599.76,Carte,Boutique,Organique,12.0,0,4.0,Étudiant,Saint-Marc,Laptop
O01137,C0157,P008,2025-09-25,2,68.48,0.09,136.96,124.63,Carte,App,Organique,0.0,0,4.0,Entreprise,Port-au-Prince,Logiciel
O01138,C0121,P020,2024-12-14,2,1817.26,0.11,3634.52,3234.72,Mobile Money,Web,Partenariat,14.0,0,4.0,Entreprise,Paris,Laptop
O01139,C0133,P016,2024-03-10,1,1572.54,0.17,1572.54,1305.21,Mobile Money,Boutique,Réseaux sociaux,8.0,0,4.0,Étudiant,Cap-Haïtien,Laptop
O01140,C0500,P013,2025-08-12,3,61.14,0.16,183.42,154.07,Cash,App,Email,2.0,0,5.0,Professionnel,Saint-Marc,Livre
O01141,C0341,P023,2025-04-08,2,132.18,0.06,264.36,248.5,Mobile Money,Boutique,Réseaux sociaux,3.0,0,5.0,Professionnel,Montréal,Logiciel
O01142,C0276,P044,2024-01-19,5,238.63,0.1,1193.15,1073.84,Cash,Web,Partenariat,8.0,0,4.0,Professionnel,Port-au-Prince,Logiciel
O01143,C0090,P054,2025-07-13,3,1341.69,0.17,4025.07,3340.81,Carte,App,Réseaux sociaux,2.0,0,,Professionnel,Fort-Liberté,Laptop
O01144,C0421,P012,2025-03-10,2,74.3,0.05,148.6,141.17,Mobile Money,App,Organique,3.0,0,,Professionnel,Dakar,Livre
O01145,C0323,P015,2025-03-15,5,215.62,0.11,1078.1,959.51,Mobile Money,Web,Organique,2.0,0,4.0,Étudiant,Gonaïves,Cloud
O01146,C0258,P029,2025-09-10,5,26.81,0.2,134.05,107.24,Mobile Money,App,Organique,0.0,0,4.0,Professionnel,Port-au-Prince,Livre
O01147,C0233,P020,2024-12-20,2,1817.26,0.12,3634.52,3198.38,Mobile Money,App,Partenariat,13.0,0,5.0,Professionnel,Gonaïves,Laptop
O01148,C0277,P048,2024-11-25,1,74.61,0.13,74.61,64.91,Carte,Web,Email,3.0,0,5.0,Professionnel,Montréal,Cours
O01149,C0420,P014,2025-03-17,2,120.86,0.13,241.72,210.3,Carte,App,Référencement payant,3.0,0,5.0,Étudiant,Montréal,Cours
O01150,C0361,P025,2024-05-21,2,95.45,0.08,190.9,175.63,Virement,Web,Référencement payant,4.0,0,4.0,Entreprise,Paris,Cours
O01151,C0243,P033,2024-04-18,3,119.22,0.11,357.66,318.32,Virement,App,Partenariat,8.0,0,4.0,Professionnel,Santo Domingo,Accessoire
O01152,C0334,P023,2025-08-26,5,132.18,0.0,660.9,660.9,Carte,App,Direct,3.0,0,5.0,Professionnel,Port-au-Prince,Logiciel
O01153,C0465,P038,2024-06-03,5,98.38,0.13,491.9,427.95,Mobile Money,Web,Email,0.0,0,4.0,Indépendant,Santo Domingo,Cours
O01154,C0164,P048,2024-12-26,4,74.61,0.09,298.44,271.58,Mobile Money,Web,Organique,3.0,0,5.0,Entreprise,Port-au-Prince,Cours
O01155,C0451,P032,2024-07-11,5,756.36,0.11,3781.8,3365.8,Mobile Money,Web,Organique,12.0,0,4.0,Professionnel,Port-au-Prince,Laptop
O01156,C0304,P028,2024-06-13,1,26.12,0.06,26.12,24.55,Carte,Web,Email,4.0,0,4.0,Professionnel,Port-au-Prince,Accessoire
O01157,C0093,P058,2025-03-03,1,222.36,0.03,222.36,215.69,Virement,App,Référencement payant,1.0,0,4.0,Professionnel,Port-au-Prince,Cloud
O01158,C0484,P059,2025-07-27,5,108.25,0.08,541.25,497.95,Mobile Money,Web,Email,2.0,0,4.0,Indépendant,Cap-Haïtien,Cours
O01159,C0344,P060,2024-11-11,4,813.91,0.11,3255.64,2897.52,Mobile Money,Web,Réseaux sociaux,14.0,0,4.0,Étudiant,Paris,Laptop
O01160,C0193,P001,2024-04-09,2,1681.08,0.04,3362.16,3227.67,Mobile Money,Web,Référencement payant,15.0,0,4.0,Étudiant,Cap-Haïtien,Laptop
O01161,C0108,P051,2024-06-23,4,51.59,0.12,206.36,181.6,Mobile Money,App,Réseaux sociaux,5.0,0,4.0,Professionnel,Jérémie,Accessoire
O01162,C0458,P054,2024-04-27,1,1341.69,0.01,1341.69,1328.27,Carte,App,Organique,4.0,0,4.0,Étudiant,Port-au-Prince,Laptop
O01163,C0412,P049,2025-09-23,4,308.72,0.06,1234.88,1160.79,Cash,Web,Partenariat,0.0,0,5.0,Indépendant,Santo Domingo,Logiciel
O01164,C0023,P045,2024-08-16,5,349.73,0.04,1748.65,1678.7,Carte,Web,Email,0.0,0,3.0,Professionnel,Cap-Haïtien,Cloud
O01165,C0318,P022,2024-09-24,3,50.57,0.2,151.71,121.37,Virement,Web,Organique,3.0,0,4.0,Entreprise,Cap-Haïtien,Livre
O01166,C0058,P044,2024-02-20,4,238.63,0.07,954.52,887.7,Virement,Web,Réseaux sociaux,3.0,0,4.0,Indépendant,Port-au-Prince,Logiciel
O01167,C0148,P035,2024-11-14,4,52.24,0.08,208.96,192.24,Mobile Money,Web,Email,3.0,0,5.0,Professionnel,Paris,Livre
O01168,C0285,P050,2025-10-15,5,24.97,0.1,124.85,112.36,Mobile Money,App,Réseaux sociaux,3.0,0,4.0,Professionnel,Montréal,Livre
O01169,C0125,P022,2024-10-19,3,50.57,0.18,151.71,124.4,Carte,Web,Organique,3.0,0,5.0,Étudiant,Port-au-Prince,Livre
O01170,C0257,P045,2025-04-10,2,349.73,0.09,699.46,636.51,Mobile Money,Web,Email,3.0,0,5.0,Professionnel,Les Cayes,Cloud
O01171,C0215,P048,2024-05-10,2,74.61,0.18,149.22,122.36,Mobile Money,App,Référencement payant,3.0,0,4.0,Indépendant,Port-au-Prince,Cours
O01172,C0291,P051,2024-04-12,2,51.59,0.08,103.18,94.93,Carte,App,Organique,7.0,0,5.0,Étudiant,Hinche,Accessoire
O01173,C0401,P011,2025-06-07,1,41.85,0.16,41.85,35.15,Carte,Web,Email,1.0,0,5.0,Étudiant,Hinche,Cours
O01174,C0078,P052,2024-02-17,4,1932.53,0.08,7730.12,7111.71,Cash,Web,Email,12.0,0,4.0,Professionnel,Gonaïves,Laptop
O01175,C0399,P014,2024-11-16,2,120.86,0.3,241.72,169.2,Carte,App,Réseaux sociaux,1.0,0,5.0,Professionnel,Paris,Cours
O01176,C0112,P057,2024-08-14,4,55.74,0.04,222.96,214.04,Carte,Web,Réseaux sociaux,2.0,0,4.0,Professionnel,Jacmel,Cours
O01177,C0017,P003,2024-01-12,1,40.16,0.23,40.16,30.92,Carte,App,Réseaux sociaux,5.0,0,5.0,Professionnel,Cap-Haïtien,Livre
O01178,C0224,P014,2025-01-14,2,120.86,0.11,241.72,215.13,Mobile Money,App,Réseaux sociaux,0.0,0,4.0,Professionnel,Gonaïves,Cours
O01179,C0152,P037,2025-11-20,2,120.19,0.18,240.38,197.11,Mobile Money,App,Partenariat,8.0,0,5.0,Professionnel,,Cours
O01180,C0093,P033,2024-02-19,1,119.22,0.12,119.22,104.91,Mobile Money,Web,Réseaux sociaux,9.0,0,5.0,Professionnel,Port-au-Prince,Accessoire
O01181,C0212,P042,2025-08-06,5,68.31,0.1,341.55,307.4,Mobile Money,Web,Direct,3.0,0,5.0,Indépendant,Hinche,Cloud
O01182,C0435,P025,2025-01-20,3,95.45,0.05,286.35,272.03,Carte,App,Réseaux sociaux,3.0,1,4.0,Professionnel,Kinshasa,Cours
O01183,C0293,P001,2025-06-01,5,1681.08,0.07,8405.4,7817.02,Mobile Money,Web,Référencement payant,4.0,0,4.0,Étudiant,Dakar,Laptop
O01184,C0364,P038,2024-03-10,5,98.38,0.11,491.9,437.79,Carte,Web,Email,2.0,0,,Professionnel,Kinshasa,Cours
